Purpose_of_flight,Total_Fatal_Injuries,Broad_phase_of_flight,year
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,1,,2019
Personal,0,,2019
,0,,2019
Instructional,0,,2019
Personal,1,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Business,0,,2019
Personal,1,,2019
Personal,0,,2019
Flight Test,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Other Work Use,3,,2019
Personal,0,,2019
Instructional,0,,2019
Flight Test,0,,2019
Personal,0,,2019
Personal,1,,2019
Business,0,,2019
Positioning,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
EXLD,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,4,,2019
Aerial Application,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,2,,2019
Flight Test,1,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,1,,2019
Executive/corporate,1,,2019
Personal,0,,2019
Personal,0,,2019
Firefighting,0,,2019
Personal,0,,2019
Other Work Use,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,2,,2019
Personal,2,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Flight Test,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
,0,,2019
Personal,1,,2019
Instructional,0,,2019
Personal,0,,2019
,0,,2019
Personal,1,,2019
Aerial Application,0,,2019
Aerial Observation,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Flight Test,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,2,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Flight Test,0,,2019
Personal,3,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Skydiving,11,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Observation,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Instructional,2,,2019
Personal,0,,2019
Aerial Observation,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
,0,,2019
Business,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Unknown,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
,2,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,1,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,3,,2019
Flight Test,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Other Work Use,0,,2019
Instructional,0,,2019
Skydiving,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Flight Test,0,,2019
Other Work Use,0,,2019
Personal,0,,2019
Personal,10,,2019
Personal,0,,2019
Personal,0,,2019
Personal,2,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,2,,2019
Instructional,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Observation,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Public Aircraft - Local,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,1,,2019
Instructional,1,,2019
Instructional,0,,2019
BANT,0,,2019
Flight Test,0,,2019
Flight Test,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Observation,0,,2019
Positioning,0,,2019
Personal,1,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Observation,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,1,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Aerial Observation,0,,2019
Personal,0,,2019
,0,,2019
GLDT,1,,2019
Personal,0,,2019
,0,,2019
Flight Test,0,,2019
Ferry,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
,0,,2019
Personal,0,,2019
Business,0,,2019
Personal,0,,2019
Personal,0,,2019
,0,,2019
Aerial Observation,0,,2019
,0,,2019
Personal,2,,2019
Aerial Application,0,,2019
Aerial Application,0,,2019
Personal,3,,2019
Aerial Application,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Business,0,,2019
Personal,0,,2019
Instructional,0,,2019
Aerial Application,0,,2019
Business,0,,2019
Instructional,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,2,,2019
Personal,0,,2019
Personal,0,,2019
Other Work Use,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Business,0,,2019
Personal,0,,2019
,0,,2019
Business,0,,2019
Aerial Application,0,,2019
Business,0,,2019
Personal,1,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Flight Test,1,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,4,,2019
Business,2,,2019
,0,,2019
Personal,1,,2019
Personal,2,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Positioning,1,,2019
,0,,2019
Personal,3,,2019
Personal,0,,2019
Business,0,,2019
Instructional,0,,2019
,0,,2019
Personal,1,,2019
Personal,0,,2019
Business,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
,0,,2019
Personal,0,,2019
Personal,0,,2019
Other Work Use,0,,2019
Personal,0,,2019
Personal,2,,2019
Personal,2,,2019
Personal,0,,2019
Instructional,0,,2019
Positioning,0,,2019
Personal,1,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Business,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,2,,2019
Public Aircraft - Local,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Instructional,2,,2019
,0,,2019
Instructional,0,,2019
Personal,1,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,1,,2019
Personal,2,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Business,0,,2019
,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
GLDT,0,,2019
Personal,1,,2019
Personal,0,,2019
Business,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Ferry,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Business,0,,2019
,0,,2019
,0,,2019
Personal,2,,2019
Personal,0,,2019
Personal,0,,2019
Personal,3,,2019
Business,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Business,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Observation,2,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,2,,2019
Personal,1,,2019
EXLD,0,,2019
,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,2,,2019
Personal,2,,2019
Personal,0,,2019
Aerial Application,0,,2019
Aerial Observation,2,,2019
Personal,0,,2019
Personal,1,,2019
Personal,1,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
,2,,2019
Personal,0,,2019
Positioning,0,,2019
Personal,0,,2019
Personal,0,,2019
Air Race show,0,,2019
,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Aerial Observation,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,2,,2019
Instructional,0,,2019
Personal,1,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,2,,2019
Other Work Use,1,,2019
Skydiving,0,,2019
Other Work Use,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,2,,2019
Personal,0,,2019
,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,1,,2019
Instructional,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,2,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,1,,2019
Aerial Observation,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,3,,2019
Personal,0,,2019
Personal,0,,2019
Other Work Use,7,,2019
Instructional,0,,2019
Business,5,,2019
Instructional,0,,2019
Public Aircraft - Local,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,2,,2019
Personal,0,,2019
Business,1,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Executive/corporate,0,,2019
Positioning,0,,2019
Air Race show,0,,2019
Personal,0,,2019
Personal,1,,2019
,0,,2019
Personal,0,,2019
Personal,0,,2019
Ferry,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,1,,2019
Flight Test,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Positioning,0,,2019
Personal,0,,2019
Personal,0,,2019
Unknown,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Aerial Application,0,,2019
Instructional,0,,2019
Aerial Application,1,,2019
Flight Test,0,,2019
Personal,0,,2019
Instructional,0,,2019
,1,,2019
Aerial Application,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Business,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,2,,2019
Instructional,0,,2019
Personal,2,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Aerial Application,0,,2019
Personal,0,,2019
Business,2,,2019
Personal,2,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,2,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,1,,2019
Instructional,0,,2019
Personal,2,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
,0,,2019
Personal,0,,2019
Personal,2,,2019
Personal,1,,2019
Flight Test,2,,2019
Business,0,,2019
Personal,2,,2019
,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Air Race show,1,,2019
Flight Test,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Flight Test,1,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Business,0,,2019
Personal,0,,2019
Personal,0,,2019
Positioning,0,,2019
Personal,0,,2019
,0,,2019
Positioning,0,,2019
Personal,1,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,0,,2019
,0,,2019
Personal,0,,2019
Personal,0,,2019
BANT,0,,2019
Aerial Observation,0,,2019
Instructional,0,,2019
,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Business,1,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,2,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Instructional,0,,2019
Instructional,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,3,,2019
Flight Test,0,,2019
,3,,2019
Personal,9,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,3,,2019
Instructional,0,,2019
,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Aerial Observation,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
,2,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
,0,,2019
,1,,2019
Personal,0,,2019
,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Other Work Use,0,,2019
Personal,0,,2019
Positioning,0,,2019
,0,,2019
Personal,0,,2019
Instructional,0,,2019
,0,,2019
Business,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
,0,,2019
Executive/corporate,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,1,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
,0,,2019
Instructional,0,,2019
Personal,0,,2019
Instructional,0,,2019
,0,,2019
Flight Test,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
,1,,2019
Instructional,0,,2019
Personal,0,,2019
,7,,2019
Executive/corporate,5,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,0,,2019
Personal,1,,2019
Personal,0,,2019
Personal,0,,2019
Personal,0,,2019
Instructional,0,,2019
Personal,0,,2019
Personal,2,,2019
Personal,0,,2019
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Executive/corporate,0,,2020
Personal,1,,2020
Instructional,0,,2020
Executive/corporate,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Aerial Observation,0,,2020
Instructional,0,,2020
,0,,2020
Instructional,0,,2020
Personal,2,,2020
,0,,2020
Personal,0,,2020
Personal,4,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Instructional,0,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Observation,0,,2020
Aerial Observation,1,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,4,,2020
Personal,0,,2020
Personal,0,,2020
Positioning,0,,2020
Personal,2,,2020
Instructional,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
,9,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,3,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
,0,,2020
Instructional,1,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Instructional,0,,2020
,0,,2020
Personal,2,,2020
,5,,2020
Business,3,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Observation,0,,2020
,0,,2020
,0,,2020
Personal,4,,2020
Personal,1,,2020
Instructional,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Positioning,0,,2020
Executive/corporate,0,,2020
Personal,1,,2020
Personal,2,,2020
Business,0,,2020
Personal,0,,2020
Business,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Aerial Observation,0,,2020
Instructional,0,,2020
Aerial Application,0,,2020
Instructional,0,,2020
Personal,3,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Instructional,2,,2020
Instructional,0,,2020
Personal,0,,2020
Positioning,0,,2020
Personal,1,,2020
Positioning,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Flight Test,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Positioning,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Aerial Observation,3,,2020
Personal,3,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Instructional,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Unknown,1,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,2,,2020
Instructional,0,,2020
Executive/corporate,0,,2020
Personal,0,,2020
Instructional,0,,2020
,1,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Personal,1,,2020
Flight Test,0,,2020
Personal,0,,2020
Personal,0,,2020
Flight Test,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Instructional,0,,2020
Aerial Observation,2,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Other Work Use,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Aerial Application,1,,2020
Personal,1,,2020
Instructional,0,,2020
Business,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,1,,2020
BANT,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Aerial Application,0,,2020
Instructional,0,,2020
Personal,0,,2020
Positioning,0,,2020
Instructional,0,,2020
Personal,0,,2020
Business,0,,2020
Positioning,1,,2020
Personal,1,,2020
Personal,3,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
EXLD,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Other Work Use,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Public Aircraft - Local,1,,2020
Personal,1,,2020
Flight Test,0,,2020
Unknown,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Flight Test,0,,2020
,0,,2020
Aerial Observation,0,,2020
GLDT,1,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Instructional,1,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Observation,0,,2020
,1,,2020
Personal,0,,2020
Unknown,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Executive/corporate,0,,2020
Flight Test,0,,2020
,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,2,,2020
Aerial Observation,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Flight Test,0,,2020
Aerial Application,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Ferry,1,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Public Aircraft - State,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Instructional,1,,2020
Personal,0,,2020
Positioning,0,,2020
Personal,2,,2020
Personal,0,,2020
Personal,0,,2020
Personal,4,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,1,,2020
Personal,0,,2020
Positioning,0,,2020
Firefighting,0,,2020
Personal,0,,2020
Flight Test,2,,2020
EXLD,3,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,3,,2020
Flight Test,1,,2020
Personal,5,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,1,,2020
Personal,0,,2020
Personal,1,,2020
,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Instructional,0,,2020
Aerial Application,0,,2020
Personal,1,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,1,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,1,,2020
Business,2,,2020
Personal,0,,2020
Aerial Application,0,,2020
Instructional,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Positioning,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Application,0,,2020
Personal,0,,2020
Personal,0,,2020
,0,,2020
Aerial Application,1,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Business,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Observation,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Instructional,0,,2020
Personal,0,,2020
Personal,0,,2020
Instructional,1,,2020
Personal,0,,2020
Personal,0,,2020
Personal,0,,2020
Aerial Observation,0,,2020
Personal,0,,2020
Personal,0,,2020
Personal,2,,2020
Personal,0,,2020
EXLD,0,,2020
Personal,0,,2020
Personal,0,,2020
